,City,Country,Department,EndDate,Firstname,FiscalYear,ID,Institution,Lastname,Middlename,NamePrefix,NameSuffix,PostalCode,StartDate,State,Title
10938,Hartford,USA,Department of Philosophy,1995-08-07,Drew,1995,3972,"Trinity College, Hartford",Hyland,A.,Prof.,{},06106-3100,1995-08-07,CT,Professor of Philosophy
10939,{},{},{},2009-07-29,Sabine,2009,77527,Unaffiliated Independent Scholar,Hyland,Patricia,Dr.,{},{},2009-07-29,{},{}
10940,Memphis,USA,{},1990-11-02,Stan,1991,10000,University of Memphis,Hyland,E.,Dr.,{},38152-0001,1990-11-01,TN,Professor of Anthropology
10941,Memphis,USA,{},1994-04-29,Stan,1994,10094,University of Memphis,Hyland,E.,Dr.,{},38152-0001,1994-04-28,TN,Professor of Anthropology
10942,Chicago,USA,{},2004-08-17,Peter,2004,73039,University of Illinois at Chicago,Hylton,W.,Prof.,{},60607-3320,2004-08-17,IL,{}
10943,Berkeley,USA,Department of Linguistics,1999-11-04,Larry,2000,10494,"University of California, Berkeley",Hyman,M.,Prof.,{},94704-5940,1999-11-04,CA,Professor & Chairman
10944,New Haven,USA,Religious Studies,1998-07-23,Paula,1998,3300,Yale University,Hyman,E.,Prof.,{},06510-1703,1998-07-23,CT,Professor of History
10945,New Haven,USA,Religious Studies,1999-07-22,Paula,1999,4229,Yale University,Hyman,E.,Prof.,{},06510-1703,1999-07-22,CT,Professor of History
10946,Loma Linda,USA,{},2003-07-07,Ramona,2003,70245,Loma Linda University,Hyman,L.,Ms.,{},92354-2839,2003-07-07,CA,{}
10947,New Haven,USA,Beinecke Rare Books and Manuscripts Library,2009-12-03,Thomas,2010,77817,Yale University,Hyry,{},{},{},06510-1703,2009-12-03,CT,"Head, Manuscripts Unit"
10948,New York,USA,{},1991-02-11,John,1991,50398,American Museum of Natural History,Hyslop,{},Dr.,{},10024-5193,1991-02-11,NY,Research Fellow
10949,New York,USA,{},1992-06-03,John,1992,50558,American Museum of Natural History,Hyslop,{},Dr.,{},10024-5193,1992-06-03,NY,Research Fellow
10950,New Britain,USA,{},1992-12-05,A. Pablo,1993,6982,Central Connecticut State University,Iannone,{},Prof.,{},06050-2439,1992-12-05,CT,Professor of Philosophy
10951,San Antonio,USA,{},2011-03-11,Cristina,2011,79389,"University of Texas, San Antonio",Ibarra,{},Ms.,{},78249-1644,2011-03-11,TX,Visiting Professor
10952,Chicago,USA,Department of Political Science,1900-01-01,Kathryn,2015,84056,DePaul University,Ibata-Arens,{},{},{},60604-2287,2015-07-20,IL,Professor of Political Science and Director of Global Asian Studies
10953,Pomona,USA,{},1997-05-07,Mahmood,1997,6045,"Cal Poly Pomona Foundation, Inc.",Ibrahim,{},Dr.,{},91768-2557,1997-05-07,CA,{}
10954,Fullerton,USA,{},2004-07-23,John,2004,73040,"California State University, Fullerton Foundation",Ibson,D.,Prof.,{},92831-3547,2004-07-23,CA,{}
10955,Morgantown,USA,{},2003-07-08,Joyce,2003,70127,West Virginia University,Ice,{},Dr.,{},26506-6201,2003-07-08,WV,{}
10956,Morgantown,USA,{},2006-01-31,Joyce,2006,74637,West Virginia University,Ice,{},Dr.,{},26506-6201,2006-01-31,WV,{}
10957,{},{},{},2006-11-30,Mary,2007,75346,{},Ide,A.,Ms.,{},{},2006-11-30,{},{}
10958,Nashville,USA,{},2009-07-29,Yoshikuni,2009,77404,Vanderbilt University,Igarashi,{},{},{},37240-0001,2009-07-29,TN,{}
10959,Nashville,USA,{},2012-08-03,Yoshikuni,2012,80821,Vanderbilt University,Igarashi,{},{},{},37240-0001,2012-08-03,TN,{}
10960,Albany,USA,{},1989-02-21,Georg,1989,28323,(DO NOT USE) Research Foundation of SUNY,Iggers,G.,Prof.,{},12201,1989-02-21,NY,{}
10961,{},{},Department of History,2011-04-20,Heather,2011,79550,Unaffiliated Independent Scholar,Ihde,{},Ms.,{},{},2011-04-20,{},Teacher
10962,Ithaca,USA,{},1998-05-05,Amy,1998,6075,Cornell University,Ihlan,J.,Dr.,{},14853-2801,1998-05-05,NY,Assistant Professor
10963,{},USA,{},1994-12-16,Susan,1995,5543,Secondary School,Ikenberry,F.,Ms.,{},{},1994-12-16,{},{}
10964,{},USA,{},2002-01-11,Susan,2002,757,Secondary School,Ikenberry,F.,Ms.,{},{},2002-01-11,{},{}
10965,Los Angeles,USA,{},1993-03-30,Paul,1993,4385,University of Southern California,Ilie,{},{},{},90089-0012,1993-01-14,CA,Professor of Romance Langs.
10966,Los Angeles,USA,{},1994-02-25,Paul,1994,4478,University of Southern California,Ilie,{},{},{},90089-0012,1994-02-25,CA,Professor of Romance Langs.
10967,Moorhead,USA,Department of English,2012-11-30,Susan,2013,81191,"Minnesota State University, Moorhead",Imbarrato,C.,Prof.,{},56563-0001,2012-11-30,MN,Professor
10968,Wellesley,USA,Department of Sociology,2007-11-30,Jonathan,2008,76108,Wellesley College,Imber,B.,Prof.,{},02481-8203,2007-10-31,MA,Class of 1949 Professor in Ethics and Professor of Sociology
10969,Bloomington,USA,Department of Religious Studies and Borns Jewish Studies Program,2014-11-30,Sarah,2015,83283,"Indiana University, Bloomington",Imhoff,{},{},{},47405-7000,2014-10-31,IN,Assistant Professor of Religious Studies
10970,Philadelphia,USA,{},2009-12-01,Richard,2010,77996,Temple University,Immerman,H.,Dr.,{},19122-6003,2009-12-01,PA,{}
10971,{},{},{},2000-06-05,Julia,2000,650,{},Indalecio,{},{},{},{},2000-06-05,{},{}
10972,St. Louis,USA,Department of Romance Languages and Literatures,1900-01-01,Ignacio,2015,84023,Washington University,Infante,{},Prof.,{},63130-4899,2015-07-23,MO,Assistant Professor of Comparative Literature and Spanish
10973,Sweet Briar,USA,Modern Languages and Literatures,1992-07-20,Alix,1992,190,Sweet Briar College,Ingber,{},Prof.,{},24595-5001,1992-07-20,VA,Prof. of Spanish and Director of Academic Advising
10974,Boca Raton,USA,Department of History,2003-01-06,Cynthia,2003,69898,Florida Atlantic University,Ingham,Jo,Dr.,{},33431-6424,2003-01-06,FL,Assistant Professor
10975,Boca Raton,USA,Department of History,2004-06-09,Cynthia,2004,72846,Florida Atlantic University,Ingham,Jo,Dr.,{},33431-6424,2004-06-09,FL,Assistant Professor
10976,St. Paul,USA,Department of Art History,2001-01-04,Joanna,2002,6370,Macalester College,Inglot,{},Prof.,{},55105-1899,2001-12-05,MN,Chair and Associate Professor
10977,St. Paul,USA,Department of Art History,2002-12-24,Joanna,2003,66883,Macalester College,Inglot,{},Prof.,{},55105-1899,2002-10-15,MN,Chair and Associate Professor
10978,St. Paul,USA,Department of Art History,2007-11-30,Joanna,2008,76062,Macalester College,Inglot,{},Prof.,{},55105-1899,2007-10-31,MN,Chair and Associate Professor
10979,St. Paul,USA,Department of Art History,2012-11-30,Joanna,2013,81211,Macalester College,Inglot,{},Prof.,{},55105-1899,2012-11-30,MN,Chair and Associate Professor
10980,{},USA,{},2006-01-27,Diana,2006,74544,"Managing Director, U.S. Independents Conference Producer, Silverdocs Festivals",Ingraham,B.,Ms.,{},20817,2006-01-27,MD,"Managing Director, U. S. Independents and Conference Producer, Silverdocs Film Festival"
10981,{},USA,{},2008-10-23,Diana,2009,76880,"Managing Director, U.S. Independents Conference Producer, Silverdocs Festivals",Ingraham,B.,Ms.,{},20817,2008-10-23,MD,"Managing Director, U. S. Independents and Conference Producer, Silverdocs Film Festival"
10982,Williamsburg,USA,{},1993-07-29,John,1993,3849,Colonial Williamsburg Foundation Library,Ingram,E.,Dr.,{},23187,1993-07-29,VA,{}
10983,Williamsburg,USA,{},1994-07-28,John,1994,3899,Colonial Williamsburg Foundation Library,Ingram,E.,Dr.,{},23187,1994-07-28,VA,{}
10984,Davidson,USA,Department of English,1998-05-08,Randall,1998,6080,Davidson College,Ingram,M.,Prof.,{},28036-9405,1998-05-08,NC,Associate Professor
10985,West Lafayette,USA,{},1989-12-01,Charles,1990,6561,Purdue University,Ingrao,W.,Prof.,{},47907-2040,1989-12-01,IN,Professor of History
10986,West Lafayette,USA,{},2007-01-23,Charles,2007,75476,Purdue University,Ingrao,W.,Prof.,{},47907-2040,2007-01-23,IN,Professor of History
10987,Rochester,USA,Department of History,1900-01-01,Joseph,0,84860,University of Rochester,Inikori,Eyitemi,Dr.,{},14627-0001,1900-01-01,NY,Professor of History and Professor of African and African-American Studies
10988,Rochester,USA,Department of History,2013-08-13,Joseph,2013,81673,University of Rochester,Inikori,Eyitemi,Dr.,{},14627-0001,2013-08-13,NY,Professor of History and Professor of African and African-American Studies
10989,Tuscaloosa,USA,Department of American Studies,1900-01-01,Michael,0,85776,University of Alabama,Innis-Jimenez,David,Dr.,{},35487-0001,1900-01-01,AL,Associate Professor and Director of Graduate Studies
10990,Tuscaloosa,USA,Department of American Studies,2013-08-08,Michael,2013,81775,University of Alabama,Innis-Jimenez,David,Dr.,{},35487-0001,2013-08-08,AL,Associate Professor and Director of Graduate Studies
10991,Tucson,USA,{},2013-03-12,Takeshi,2013,81431,University of Arizona,Inomata,{},Dr.,{},85721-0001,2013-03-12,AZ,{}
10992,Bloomington,USA,Department of American Studies,2011-03-31,Karen,2011,79425,"Indiana University, Bloomington",Inouye,Midori,{},{},47405-7000,2011-03-31,IN,Assistant Professor of American Studies
10993,Madison,USA,{},1900-01-01,Eden,2015,83944,"University of Wisconsin, Madison",Inoway-Ronnie,{},Dr.,{},53706-1314,2015-07-21,WI,"Chief of Staff, Office of the Provost"
10994,Edmonton,Canada,"Director, Institute of Canadian Studies",2011-09-08,Donald,2011,79956,University of Alberta,Ipperciel,{},Dr.,{},T6G 2H4,2011-09-08,ZZ,"Canadian Research Chair and Associate Dean, Technology"
10995,Edmonton,Canada,"Director, Institute of Canadian Studies",2013-09-12,Donald,2013,81972,University of Alberta,Ipperciel,{},Dr.,{},T6G 2H4,2013-09-12,ZZ,"Canadian Research Chair and Associate Dean, Technology"
10996,Walla Walla,USA,{},2014-07-23,Julia,2014,82792,Whitman College,Ireland,Anne,Dr.,{},99362-2083,2014-07-23,WA,Associate Professor of Philosophy
10997,Lincoln,USA,{},1994-01-28,Lynne,1994,8670,Nebraska State Historical Society,Ireland,M.,Ms.,{},68508-1651,1994-01-27,NE,Ass. Dir. for Museum Programs
10998,Lincoln,USA,{},2011-07-28,Lynne,2011,79866,Nebraska State Historical Society,Ireland,M.,Ms.,{},68508-1651,2011-07-28,NE,Ass. Dir. for Museum Programs
10999,Cambridge,USA,Department of African and African American Studies,2003-01-30,F. Abiola,2003,69848,Harvard University,Irele,{},Prof.,{},02138-3800,2003-01-30,MA,Visiting Professor of African and African American Studies and of Romance Languages and Literatures
11000,Cambridge,USA,Department of African and African American Studies,2006-07-31,F. Abiola,2006,75021,Harvard University,Irele,{},Prof.,{},02138-3800,2006-07-31,MA,Visiting Professor of African and African American Studies and of Romance Languages and Literatures
11001,Gambier,USA,{},1994-04-28,Jerry,1994,2301,Kenyon College,Irish,A.,Prof.,{},43022-5020,1994-04-28,OH,{}
11002,Gambier,USA,{},1997-07-21,Jerry,1997,380,Kenyon College,Irish,A.,Prof.,{},43022-5020,1997-07-21,OH,{}
11003,Urbana,USA,{},2010-08-05,Sharon,2010,78524,"University of Illinois, Urbana-Champaign",Irish,Lee,Dr.,{},61820-5711,2010-08-05,IL,{}
11004,Buffalo,USA,Department of Comparative Literature,2007-08-13,Shaun,2007,75891,"SUNY Research Foundation, University at Buffalo",Irlam,{},Prof.,{},14222-1004,2007-08-13,NY,Associate Professor of Comparative Literature
11005,Buffalo,USA,Department of Comparative Literature,2011-07-19,Shaun,2011,79800,"SUNY Research Foundation, University at Buffalo",Irlam,{},Prof.,{},14222-1004,2011-07-19,NY,Associate Professor of Comparative Literature
11006,Bloomington,USA,{},1900-01-01,Christoph,0,86534,"Indiana University, Bloomington",Irmscher,{},Prof.,{},47405-7000,1900-01-01,IN,Provost Professor of English
11007,Bloomington,USA,{},2012-11-13,Christoph,2013,81149,"Indiana University, Bloomington",Irmscher,{},Prof.,{},47405-7000,2012-11-02,IN,Provost Professor of English
11008,Bloomington,USA,{},2014-08-07,Christoph,2014,82780,"Indiana University, Bloomington",Irmscher,{},Prof.,{},47405-7000,2014-08-07,IN,Provost Professor of English
11009,Elon,USA,Department of History and Geography,2013-12-05,Charles,2014,82220,Elon University,Irons,Frederick,Dr.,{},27244-9423,2013-12-05,NC,Associate Professor of History; Chair of the Department of History and Geography
11010,Las Vegas,USA,{},1989-06-12,John,1989,66357,"University of Nevada, Las Vegas",Irsfeld,H.,Dr.,{},89154-9900,1989-06-12,NV,Professor of English
11011,Las Vegas,USA,{},1990-06-11,John,1990,66383,"University of Nevada, Las Vegas",Irsfeld,H.,Dr.,{},89154-9900,1990-06-11,NV,Professor of English
11012,Las Vegas,USA,{},1992-06-15,John,1992,66448,"University of Nevada, Las Vegas",Irsfeld,H.,Dr.,{},89154-9900,1992-06-15,NV,Professor of English
11013,Ann Arbor,USA,{},1996-04-24,Judith,1995,5999,"University of Michigan, Ann Arbor",Irvine,T.,Prof.,{},48109-1382,1995-04-24,MI,Department of Anthropology
11014,Charleston,USA,{},1993-10-19,Bonnie,1994,5695,Eastern Illinois University,Irwin,D.,Prof.,{},61920-3099,1993-10-19,IL,Department of English
11015,Davis,USA,Department of Spanish and Portuguese,1900-01-01,Robert,2015,83953,"University of California, Davis",Irwin,M.,Dr.,{},95618-6153,2015-08-11,CA,Professor of Spanish
11016,Albany,USA,Department of History,1900-01-01,Ryan,0,85280,"SUNY Research Foundation, Albany",Irwin,Michael,Dr.,{},12222-0001,1900-01-01,NY,Associate Professor of History
11017,Ithaca,USA,Sage School of Philosophy,1989-05-09,Terence,1989,5838,Cornell University,Irwin,H.,Prof.,{},14853-2801,1989-05-09,NY,Professor
11018,Ithaca,USA,Sage School of Philosophy,1999-12-08,Terence,2000,59053,Cornell University,Irwin,H.,Prof.,{},14853-2801,1999-12-08,NY,Professor
11019,Nashville,USA,{},2005-11-30,Larry,2006,74311,Vanderbilt University,Isaac,{},Prof.,{},37240-0001,2005-10-31,TN,{}
11020,{},{},{},1990-12-30,Diane,1991,5255,{},Isaacs,S.,Dr.,{},{},1990-11-05,{},{}
11021,{},{},{},1991-12-31,Diane,1992,5275,{},Isaacs,S.,Dr.,{},{},1991-11-21,{},{}
11022,{},{},{},1992-12-31,Diane,1993,5416,{},Isaacs,S.,Dr.,{},{},1992-11-03,{},{}
11023,Washington,USA,{},1999-05-07,Kathleen,1999,1190,Edmund Burke School,Isaacs,T.,Ms.,{},20008-1107,1999-05-06,DC,{}
11024,New York,USA,{},2003-01-16,David,2003,69695,"Sound Portraits Productions, Inc.",Isay,A.,Mr.,{},10003,2003-01-16,NY,{}
11025,Northfield,USA,Department of Philosophy,1991-11-05,Gary,1992,5618,Carleton College,Iseminger,{},Prof.,{},55057-4044,1991-11-05,MN,Professor
11026,New Brunswick,USA,{},2008-10-20,Alison,2009,76886,"Rutgers University, New Brunswick",Isenberg,Ellen,Prof.,{},08901-8559,2008-10-20,NJ,{}
11027,New Haven,USA,Department of the History of Art,2014-05-01,Sandy,2014,82588,Yale University,Isenstadt,{},Dr.,{},06510-1703,2014-05-01,CT,Associate Professor
11028,Fargo,USA,"Department of History, Philosophy, and Religious Studies",2003-12-05,Thomas,2004,70806,"North Dakota State University, Main Campus",Isern,D.,Dr.,{},58102,2003-12-05,ND,University Distinguished Professor of History
11029,Fargo,USA,"Department of History, Philosophy, and Religious Studies",2005-09-28,Thomas,2005,74164,"North Dakota State University, Main Campus",Isern,D.,Dr.,{},58102,2005-09-28,ND,University Distinguished Professor of History
11030,Fargo,USA,"Department of History, Philosophy, and Religious Studies",2008-05-01,Thomas,2008,76472,"North Dakota State University, Main Campus",Isern,D.,Dr.,{},58102,2008-05-01,ND,University Distinguished Professor of History
11031,Fargo,USA,"Department of History, Philosophy, and Religious Studies",2014-04-24,Thomas,2014,82560,"North Dakota State University, Main Campus",Isern,D.,Dr.,{},58102,2014-04-24,ND,University Distinguished Professor of History
11032,Denver,USA,Josef Korbel School of International Studies,1900-01-01,Micheline,0,86234,University of Denver,Ishay,{},Dr.,{},80208-0001,1900-01-01,CO,Professor of International Studies and Human Rights
11033,Denver,USA,Department of Religious Studies,2012-08-21,Ginette,2012,80685,University of Denver,Ishimatsu,{},Dr.,{},80208-0001,2012-08-21,CO,Associate Professor of Religious Studies and Director of Asian Studies
11034,Los Angeles,USA,{},1990-05-11,Karen,1990,9325,Japanese American National Museum,Ishizuka,L.,Ms.,{},90013-1821,1990-05-10,CA,Senior Curator
11035,Los Angeles,USA,{},1995-05-09,Karen,1995,9666,Japanese American National Museum,Ishizuka,L.,Ms.,{},90013-1821,1995-05-08,CA,Senior Curator
11036,Sioux City,USA,{},1990-04-20,Jerry,1990,9288,Morningside College,Israel,M.,Dr.,{},51106-1717,1990-04-19,IA,President
11037,Charlottesville,USA,Department of History,1994-11-07,John,1995,9652,University of Virginia,Israel,{},Prof.,{},22903-4833,1994-11-07,VA,Department of History
11038,New Brunswick,USA,The Papers of Thomas A. Edison,2012-03-13,Paul,2012,80412,"Rutgers University, New Brunswick",Israel,B.,Dr.,{},08901-8559,2012-03-13,NJ,Director and Editor
11039,Philadelphia,USA,{},1989-03-31,Debra,1989,4575,University of Pennsylvania,Isreal,M.,Dr.,{},19104-6205,1989-02-02,PA,Asst. Dean for Administration
11040,Oberlin,USA,{},1990-08-06,Maurice,1990,2719,Oberlin College,Isserman,H.,Prof.,{},44074-1099,1990-08-06,OH,{}
11041,Columbus,USA,"Departments of English and Women's, Gender, and Sexuality Studies",2012-11-30,Lynn,2013,81195,Ohio State University,Itagaki,Mie,Dr.,{},43210-1132,2012-11-30,OH,Assistant Professor
11042,Houston,USA,History,2002-07-29,Karl,2002,2571,University of Houston,Ittmann,Eric,Dr.,{},77204-0001,2002-07-29,TX,{}
11043,Princeton,USA,{},1989-02-06,Norman,1989,50313,Princeton University,Itzkowitz,{},Prof.,{},08540-5228,1989-02-06,NJ,Professor
11044,Princeton,USA,{},1991-06-04,Norman,1991,2037,Princeton University,Itzkowitz,{},Prof.,{},08540-5228,1991-06-04,NJ,Professor
11045,Princeton,USA,{},1991-11-05,Norman,1992,1450,Princeton University,Itzkowitz,{},Prof.,{},08540-5228,1991-11-05,NJ,Professor
11046,Princeton,USA,{},2013-04-24,Norman,2013,81594,Princeton University,Itzkowitz,{},Prof.,{},08540-5228,2013-04-24,NJ,Professor
11047,Laramie,USA,{},1991-10-25,Peter,1992,9428,University of Wyoming,Iverson,J.,Prof.,{},82071-2000,1991-10-24,WY,{}
11048,Laramie,USA,{},1997-03-14,Peter,1997,8821,University of Wyoming,Iverson,J.,Prof.,{},82071-2000,1997-03-14,WY,{}
11049,Laramie,USA,{},2000-05-22,Peter,2000,10309,University of Wyoming,Iverson,J.,Prof.,{},82071-2000,2000-05-22,WY,{}
11050,Laramie,USA,{},2005-02-01,Peter,2005,73556,University of Wyoming,Iverson,J.,Prof.,{},82071-2000,2005-02-01,WY,{}
11051,Laramie,USA,{},2005-05-12,Peter,2005,73802,University of Wyoming,Iverson,J.,Prof.,{},82071-2000,2005-05-12,WY,{}
11052,Laramie,USA,{},2008-02-05,Peter,2008,76270,University of Wyoming,Iverson,J.,Prof.,{},82071-2000,2008-02-05,WY,{}
11053,Hayward,USA,{},1900-01-01,Linda,0,86016,"California State University, East Bay",Ivey,{},Dr.,{},94542-3000,1900-01-01,CA,Associate Professor and Chair of History
11054,Hayward,USA,{},2012-04-10,Linda,2012,80474,"California State University, East Bay",Ivey,{},Dr.,{},94542-3000,2012-04-10,CA,Associate Professor and Chair of History
11055,Tampa,USA,Communication,1991-08-12,Carol,1991,3665,University of South Florida,Jablonski,J.,{},{},33620-9951,1991-08-12,FL,Department of Communication
11056,Tampa,USA,Communication,1992-12-09,Carol,1993,5651,University of South Florida,Jablonski,J.,{},{},33620-9951,1992-12-09,FL,Department of Communication
11057,Tampa,USA,Communication,1994-10-24,Carol,1995,5763,University of South Florida,Jablonski,J.,{},{},33620-9951,1994-10-24,FL,Department of Communication
11058,Tampa,USA,Communication,1997-12-19,Carol,1998,7430,University of South Florida,Jablonski,J.,{},{},33620-9951,1997-11-17,FL,Department of Communication
11059,{},{},{},1993-12-06,Thomas,1994,7084,Unaffiliated Independent Scholar,Jablonsky,J.,Dr.,{},{},1993-12-06,{},{}
11060,Williamstown,USA,Department of Anthropology & Sociology,1993-08-09,Robert,1993,3814,Williams College,Jackall,{},Prof.,{},01267-2600,1993-08-09,MA,Willmott Family Professor of Sociology & Public Affairs
11061,Williamstown,USA,Department of Anthropology & Sociology,1998-07-24,Robert,1998,4150,Williams College,Jackall,{},Prof.,{},01267-2600,1998-07-24,MA,Willmott Family Professor of Sociology & Public Affairs
11062,Williamstown,USA,Department of Anthropology & Sociology,2005-08-08,Robert,2005,74034,Williams College,Jackall,{},Prof.,{},01267-2600,2005-08-08,MA,Willmott Family Professor of Sociology & Public Affairs
11063,Williamstown,USA,Department of Anthropology & Sociology,1900-01-01,Robert,2015,83447,Williams College,Jackall,{},Prof.,{},01267-2600,2015-04-01,MA,Willmott Family Professor of Sociology & Public Affairs
11064,Catskill,USA,{},2010-04-13,Elizabeth,2010,78309,Thomas Cole Historic House,Jacks,Bond,Ms.,{},12414-1027,2010-04-13,NY,"Executive Director, Thomas Cole Historic House"
11065,Catskill,USA,{},2013-07-16,Elizabeth,2013,81738,Thomas Cole Historic House,Jacks,Bond,Ms.,{},12414-1027,2013-07-16,NY,"Executive Director, Thomas Cole Historic House"
11066,Atlanta,USA,Archives Research Center,2014-07-11,Andrea,2014,82770,Atlanta University Center - Robert W. Woodruff Library,Jackson,{},Ms.,{},30314,2014-07-11,GA,Head
11067,Durham,USA,{},1991-09-06,Ashley,1991,24700,Duke University,Jackson,{},Ms.,{},27705-4677,1991-09-06,NC,"Head, Newspapers"
11068,Durham,USA,{},1992-09-22,Ashley,1992,24742,Duke University,Jackson,{},Ms.,{},27705-4677,1992-09-22,NC,"Head, Newspapers"
11069,Point Pleasant Beach,USA,{},1993-12-16,Daniel,1994,5483,Point Pleasant Beach High School,Jackson,P.,Mr.,{},08742-2530,1993-12-16,NJ,Latin & Greek Languages Dept.
11070,Point Pleasant Beach,USA,{},1994-12-16,Daniel,1995,5534,Point Pleasant Beach High School,Jackson,P.,Mr.,{},08742-2530,1994-12-16,NJ,Latin & Greek Languages Dept.
11071,Easton,USA,History Department,1999-07-28,Donald,1999,4251,Lafayette College,Jackson,C.,Dr.,{},18042-7625,1999-07-28,PA,Professor
11072,Highland Heights,USA,Department of History and Geography,2010-03-23,Eric,2010,78251,Northern Kentucky University,Jackson,R.,{},{},41099-0001,2010-03-23,KY,Associate Professor
11073,Highland Heights,USA,Department of History and Geography,1900-01-01,Eric,2015,83576,Northern Kentucky University,Jackson,R.,{},{},41099-0001,2015-03-26,KY,Associate Professor
11074,New Brunswick,USA,{},2011-11-30,Gregory,2012,80190,"Rutgers University, New Brunswick",Jackson,Stephen,Prof.,{},08901-8559,2011-11-30,NJ,{}
11075,{},{},{},2002-08-22,James,2002,66647,Unaffiliated Independent Scholar,Jackson,H.,Dr.,Jr,{},2002-08-22,{},Independent Scholar
11076,Hammond,USA,Department of English,1995-09-26,Janet,1995,2232,Purdue University Calumet Campus,Jackson,{},{},{},46323-2068,1995-09-25,IN,Department of English
11077,Bloomington,USA,Anthropology,2011-12-02,Jason,2012,80330,"Indiana University, Bloomington",Jackson,B.,{},{},47405-7000,2011-12-02,IN,Associate Professor
11078,Cambridge,USA,{},1990-10-12,Jean,1991,9334,Massachusetts Institute of Technology,Jackson,E.,Prof.,{},02139-4307,1990-10-11,MA,Prof. of Anthropology & Head
11079,Atlanta,USA,{},1991-11-07,Jocelyn,1992,1458,Morehouse College,Jackson,W.,Dr.,{},30314-3776,1991-11-07,GA,{}
11080,Philadelphia,USA,{},2013-10-28,John,2014,82141,University of Pennsylvania,Jackson,{},{},{},19104-6205,2013-10-28,PA,Associate Professor
11081,Norfolk,USA,{},1994-10-24,Kathy Merlock,1995,5762,Virginia Wesleyan College,Jackson,{},Prof.,{},23502-5599,1994-10-24,VA,Department of Communication
11082,Atlanta,USA,Department of English,2007-08-13,Lawrence,2007,75923,Emory University,Jackson,P.,Prof.,{},30322-1018,2007-08-13,GA,Associate Professor
11083,Detroit,USA,{},2008-10-21,Marion,2009,76869,ConVida - Popular Arts of the Americas,Jackson,Elizabeth,Dr.,{},48207-2838,2008-10-21,MI,{}
11084,{},{},{},2014-07-22,Maureen,2014,82816,Unaffiliated Independent Scholar,Jackson,{},Dr.,{},{},2014-07-22,{},{}
11085,Houston,USA,History,1996-12-16,Richard,1997,66149,University of Houston,Jackson,A.,Prof.,{},77204-0001,1996-12-16,TX,Professor
11086,Tulsa,USA,Department of English,1900-01-01,Robert,0,84748,University of Tulsa,Jackson,{},{},{},74104-9700,1900-01-01,OK,Associate Professor
11087,Berkeley,USA,"Department of Theater, Dance, and Performance Studies",2005-10-12,Shannon,2006,74187,"University of California, Berkeley",Jackson,P.,Ms.,{},94704-5940,2005-10-12,CA,Professor & Department Chair
11088,{},{},{},1993-07-13,Shirley,1993,1862,{},Jackson,S.,Dr.,{},{},1993-06-14,{},{}
11089,Greensboro,USA,{},1900-01-01,Thomas,0,85037,"University of North Carolina, Greensboro",Jackson,F.,{},{},27412-5068,1900-01-01,NC,Associate Professor of History
11090,Chicago,USA,Music and Humanities,2000-07-21,Travis,2000,3420,University of Chicago,Jackson,A.,Dr.,{},60637-5418,2000-07-21,IL,Associate Professor
11091,Chicago,USA,Music and Humanities,2001-07-18,Travis,2001,2425,University of Chicago,Jackson,A.,Dr.,{},60637-5418,2001-07-18,IL,Associate Professor
11092,Chicago,USA,Music and Humanities,2002-07-24,Travis,2002,2549,University of Chicago,Jackson,A.,Dr.,{},60637-5418,2002-07-24,IL,Associate Professor
11093,Miami,USA,{},1993-02-04,Vera,1993,2111,Dade County Public Schools,Jackson,B.,Mrs.,{},33132,1993-02-04,FL,School Dist.Dir.Adv.Acad.Prog
11094,Irvine,USA,Department of English,1996-12-15,Virginia,1997,7292,"University of California, Irvine",Jackson,W.,Prof.,{},92617-3066,1996-11-15,CA,UCI Endowed Chair in Rhetoric
11095,Irvine,USA,Department of English,1997-12-19,Virginia,1998,7392,"University of California, Irvine",Jackson,W.,Prof.,{},92617-3066,1997-11-17,CA,UCI Endowed Chair in Rhetoric
11096,Irvine,USA,Department of English,1998-12-18,Virginia,1999,7493,"University of California, Irvine",Jackson,W.,Prof.,{},92617-3066,1998-11-17,CA,UCI Endowed Chair in Rhetoric
11097,Irvine,USA,Department of English,2001-12-27,Virginia,2002,6339,"University of California, Irvine",Jackson,W.,Prof.,{},92617-3066,2001-11-27,CA,UCI Endowed Chair in Rhetoric
11098,Irvine,USA,Department of English,2005-11-30,Virginia,2006,74238,"University of California, Irvine",Jackson,W.,Prof.,{},92617-3066,2005-10-31,CA,UCI Endowed Chair in Rhetoric
11099,Irvine,USA,Department of English,2007-11-30,Virginia,2008,76123,"University of California, Irvine",Jackson,W.,Prof.,{},92617-3066,2007-10-31,CA,UCI Endowed Chair in Rhetoric
11100,Irvine,USA,Department of English,2014-07-30,Virginia,2014,82737,"University of California, Irvine",Jackson,W.,Prof.,{},92617-3066,2014-07-30,CA,UCI Endowed Chair in Rhetoric
11101,Oxford,USA,History,1991-12-05,W. Sherman,1992,6849,"Miami University, Oxford",Jackson,{},Dr.,{},45056-1602,1991-12-05,OH,Associate Professor
11102,Cambridge,USA,"Schlesinger Library, Radcliffe Institute",1999-10-22,Kathryn,2000,10478,Harvard University,Jacob,A.,Dr.,{},02138-3800,1999-10-22,MA,Johanna Maria Frankel Curator of Manuscripts
