,AccesGovernor,AccessFormat,AccessMassMail,AccessMtg,AccessMtgOpen,AccessNews,AccessNewsFreq,AccessNewsName,AccessOfficial,AccessPublic,AttendChautauqua,AttendConference,AttendCultTour,AttendDiscuss,AttendExhibit,AttendFestival,AttendFilm,AttendLibrary,AttendLiteracy,AttendMuseum,AttendPreservation,AttendPublication,AttendRadio,AttendResearch,AttendSpkrBureau,AttendStudent,AttendTV,AttendTeacher,AttendTech,Award1,Award2,Award3,ByLawsAppr,ChairTerm,ChairTermMax,ChairTermRenew,Comments1,Comments2,Comments3,Comments4,CongDistrict,CouncilMtgDates,CouncilMtgNumber,CouncilMtgOther,GrtApplicFunded,GrtApplicReceived,GrtScholars,GrtScholarsEffort,MembApptRenew,MembCurrent,MembGovAppt,MembGovApptCoext,MembGovApptMax,MembGovApptNumber,MembGovApptRenew,MembGovApptTerm,MembMaxServ,MembNominProc,MembRegTerm,MembTotal,PlanYear,ProjChautauqua,ProjConference,ProjCultTour,ProjDiscuss,ProjExhibit,ProjFestival,ProjFilm,ProjLibrary,ProjLiteracy,ProjMuseum,ProjPreservation,ProjPublication,ProjRadio,ProjResearch,ProjSpkrBureau,ProjStudent,ProjTV,ProjTeacher,ProjTech,ReachAudience,SpecialGroups,State
10,Y,"Newsletter, FORUM Magazine, public forums, annual report and web page","FORUM Magazine, Newsletter, Request for Proposals, Annual Report, Speakers Bureau Catalogue",Yes,N,Y,4 times year,FORUM,Y,"Web Page, Evaluation forms at all FHC funded or conducted events.",1406,26329,4074,4123,70096,5317,0,0,0,0,0,191738,1045000,35,9685,0,0,240,236,{},{},{},1997,2,2,N,{},{},{},{},{},"June 12, 1998; Sept. 18-20, 1998; Dec. 4, 1998; March 19, 1999",4,Committees of the Board meet occasionally in addition to regularly scheduled Board meetings.,523,693,1034,Grant writing workshops; press releases; faculty workshops at colleges and universities; participation in NEH workshops; Request for proposals.,Y,20,5,Y,4,0,N,4,4,"Solicitation via the Florida Humanities Council's mailing list (24,000) and public announcements in Florida daily newspapers, the Florida Humanities Council's newsletter and the Florida Humanities Councill's web page.",4,23,1998,17,41,41,44,26,8,0,0,0,0,0,12,66,19,148,0,0,10,2,Web Site; Radio Public Service Announcements; Press Releases; Newspaper Announcements; School Principal Meetings and Teacher Receptions; Community Groups and Non-Profit Newsletters,"Teachers - 15 proj,1,000; Loc. Com. Grp./Cult.Tourism - 20 proj. 350,  Finding a Com. Path I.- 50 proj., 1,000,000",FL
11,Y,"Newsletter, letters, personal visits, and other printed materials.  Reports on expenditure of state funds for grants.","Guidelines, brochures, program announcements, Governor's Awards nominations, annual fund.",Yes,Y,Y,quarterly,Georgia Humanities,Y,"Grant-writing workshops, individual meetings, advisory committees, grant review panel",0,10718,0,9607,13100,2505,0,0,0,0,135,19513,0,1500,0,4325,0,3622,0,{},{},{},1989,1,2,Y,{},{},{},{},{},June 1998; Oct. 1998; Feb. 1999,3,Committee meetings: Executive; Planning; Nominating; Membership; Legislative; Grant Review,62,101,1248,"Advisory committees, project planning committees, on-line database of humanities scholars, National History Day contest judges, grant review panels.  Staff outreach through campus visits and presentations, attendance at professional meetings.",Y,22,4,N,6,0,Y,0,6,"The membership committee accepts nominations from the public on an ongoing basis.  The nomination process is publicized through notices in newsletter which is received by 12,000 readers quarterly.",3,30,1998,0,17,0,24,4,8,0,0,0,0,1,12,0,3,0,59,0,21,1,"The Council is expanding its network of collaborative relationshlips and special project partners in order to reach new constituencies in the professions and business, and is extending its reach in K-12 education.","K-12 teachers 21 prog., 3,600 teachers; profess/scholarly organ. 17 grants, 10,700+; com. Prog. 24 prog. 9,600.",GA
12,Y,"Weekly public service announcements, newspaper and television advertising, radio talk show discussions, posters","Brochures, RC catalog, grant guidelines/procedures",Yes,Y,Y,not pub. In 1997,Humanities,Y,"Grant writing workshops, interviews on public radio, weekly listing of grants, humanities info published in Friday newspaper",0,1055,0,50,150,5750,0,0,200,0,0,600,0,0,0,0,60000,90,800,{},{},{},1995,1,2,Y,{},{},{},{},{},"Nov. 15, 1998; Jan. 30, 1999; Feb. 27, 1999; March 20, 1999; Sept. 25, 1999",12,Executive committee meetings; regular board meetings; special meetings when necessary,3,12,130,"Several large events were held in 1997 which drew in large numbers of scholars including Stories of the Pacific, Pacific Islands Bilingual, Bicultural Association, The Health Care and Social Services Symposium, Asian Public Forum Series and the Chamorro Language Symposium.",Y,10,3,N,6,0,Y,3,6,"When a vacancy occurs nominations are sought through newspaper advertising.  PSAs are also sent out to all media, government, university, military, public & private schools, consulates and other organizations.  Ten members are selected by sitting members and three by the Governor.",3,13,1998,0,4,0,3,2,1,0,0,2,0,0,4,0,0,0,0,2,2,2,"A multi-faceted storytelling festival which incorporated film, books, exhibits, a play, and workshops drew in a large and varied group as did televised history ""vignettes"" of early Guam.","Students 2,200; All ages 60,000; ethnic groups 200; educators 100.",GU
13,Y,"Letter, annual reports, newsletters and public meeting notices.","Notices of public neetings grant writing workshops, calls for nominations and annual reports to organ. and individuals.",Yes,N,Y,1-2/yr.,Humanities News,Y,"The HCH issues press rleases to newspapers with statewide circulation and those with county-wide and district-wide circulation about its grant awards, and grant offerings and deadlines.",0,564,0,946,4213,100,0,0,0,0,2000,3100,0,130,190,1136,0,252,0,{},{},{},1994,1,2,Y,{},{},{},{},{},"July 18, 1998; Nov. 14, 1998; Apr. 24, 19999; July 24, 1999; Nov.20, 1999",3,Only 3 regular committee meetings were held in 1997.,30,40,164,"HCH research and publication assistance grants, created in 1996, continue to reach scholars new to the Committee's program, especially younger scholars, and involve them in public programs through the requirement for public presentation of the research results or the subject of the publication.",Y,20,5,N,6,0,Y,0,6,"Each August, a call for nominations is issued via press releases sent to newspapers of general circulation.  In 1997, the press release was also mailed to approximate 4,500 groups and individuals on the Committee's mailing list.  The groups included educational organizations, such as colleges, universities and schools and their faculty; cultural organizations such as museums and historical societies; civic and ethnic clubs, such as the Rotary, Soroptimists, Japanese. Chinese and Filipino heritage groups and Native Hawaiian Civic Clubs; business",3,24,1998,0,26,0,9,1,3,3,0,0,0,8,13,0,10,5,10,0,6,0,"The HCH used the attractive and accessible Getting Somewheres living history performances to reach underserved groups, such as Asian ethnic and senior citizen groups, and community associations.  Other offerings of the HCH Resource Center, such as exhibits on Black women and Martin Luther King, Jr.,","As.9 - 1,380; Hisp. 2 - 41; Afr. Amer. 4 - 612; Sr. cit. 15 - 1,174; Com. Grp.13 - 592; Mil. 18 - 15,148; Prof. 4 - 164",HI
14,Y,"Annual Report, Personal Meetings, correspondence between Governor and gubernatorial appointees, mailing list for all council activities; invitations to funded projects.","Guidelines, brochures, catalogues, postcards",Yes,Y,Y,6 x year,MUSES;  Humanities Events,Y,Grantwriting Workshops; website,1300,17145,418,5000,5270,7040,0,0,350,0,0,0,250000,0,4572,10047,0,84,0,{},{},{},1996,1,2,Y,{},{},{},{},{},"Oct. 24-25, 1998; Feb. 19-20, 1999; June 10-11, 1999",3,"Executive Committee 5, total board committee meetings, non-executive 18.",63,76,583,"IHB requires that all programs have the participation of scholars.  IHB is routinely involved in the recruitment and retention of scholar participation by adding more library reading series and speakers bureau presentations, as well as involving scholars as evaluators of regrant projects.  Future plans include the creation of an on-line scholar database, which will call for an aggressive state-wide solicitation of scholars, as well as the possible addition of living history presentations to the IHB speakers bureau.",Y,17,5,N,6,0,Y,3,6,"Announcement/nomination requests in council publications; committee interviews, nominations, full board election.",3,20,1998,1,62,9,97,23,5,5,0,1,0,0,7,52,1,96,10,0,10,1,ICN (Iowa Fiber Optics Network); Sites programs for rural communities; small public library program hosts; inner city grant workshops.,{},IA
15,Y,"Newsletter, news releases calling for proposals, grants awarded, and other special initiatives; public meetings","news releases, fundraising brochure, research  fellowship guidelines; notices about teacher institutes",Yes,Y,Y,3 times year,Idaho Humanities,Y,"Public meetings, staff members serve on panels such as ID Assoc. of Museums, ID Library Assoc.; website, email",3616,490,0,0,63000,0,0,0,0,0,0,0,75000,100,2610,962,500000,133,0,{},{},{},1993,2,2,N,{},{},{},{},{},"June 5-6, 1998; Oct. 23-24, 1998; Fed. 19-20, 1999",3,"Minimum of 3 executive committee meetings, subcommittees meet as necessary and as scheduled by the committee chair.",48,61,200,"The Council traditionally has supported as a regrant project, the statewide Let's Talk About It reading/discussion program, involving 130 scholars annually on average.  In addition, the Council involves scholars in its Speakers Bureau.  The Council also awards four Research Fellowships per year which requires scholars to make public presentations of their research.",Y,18,4,Y,4,0,Y,4,6,"Three months prior to the October Triannual Meeting the Council issues a call for applications and nominations that is published in the IHC Newsletter, and weekly and daily newspapers.  In addition the executive director and board members solicit nominations by mail from various groups, agencies, organizations and institutions throughout the State concerned with the humanities.",3,18,1998,21,39,5,8,27,0,3,0,0,0,0,1,4,5,60,10,1,3,1,"In 1997, the Council hosted a major humanities dinner lecture with historian Stephen Ambrose, which attracted nearly 600 people.  The purpose of the dinner was to raise the public visibility of the Council.","Teachers 13 projects, 1,095 audience; Research Fellows 5 projects, 100 audience.",ID
16,Y,"Biennial Report, meetings, letters, newsletter, website","Guidelines, application forms/procedures booklet, S.B. cata;pgie. Teacher Semlnar brochures, biennial report, invitat.",Yes,Y,Y,occasionally,Spectacles,Y,"Explanation of and discussion about the IHC's general mission occur through IHC representation in workshops held during local, regional, or statewide conferences sponsored by other academic and cultural groups such as libraries, institutions of higher learnilng, historical societies, and community organizations and as a complement to the Council's program delivery--such as social functions held during Board Meertings, Governor's Lecture in the Humanities, and program development and grantwriting workshops.  More often then not, such events are",2021,51315,12900,180845,234100,71100,8013800,0,0,0,0,1137000,27500300,1000725,520200,69100,15001999,1367,0,{},{},{},1994,2,0,Y,{},{},{},{},{},"Sept. 25, 1998; January 29, 1999; April 30, 1999",3,"Executive, Development, Program Evaluation, Public Affairs, Nominating and Board Development,  and Governor's Lecture committees meet two times a year, and Proposal Review Committee as needed.",55,93,408,"IHC seeks the involvement of humanities and other scholars in all of its council programs.   Council-conducted programs 1997 in which IHC involved scholars were:  the Governor's Lecture in the Humanities (presenter), Choices for the 21st Century (scholar/facilitators), Barn Again! (consultants), Heartland Chautauqua (scholar/performers), ""Road Scholars"" Speakers Bureau (presenters).  Teacher Seminars (seminar leaders).  In addition, the Chicago Humanities Festival has involved large numbers of scholars as festival presenters.",Y,30,6,Y,0,0,Y,0,6,"Notifications for board member solicitation are sent to current and alumni board members, as well as presidents, deans, chairs, and scholars at academic and cultural institutions.  IHC also sends press releases to civic and community groups and leaders, as well as to the media.  In anticipation of impending board vacancies, the Nominating and Board Development Committee meets to review potential candidates recommended by the IHC board, staff, and from statewide soliciation.  In addition, names from past solicitations are also reconsidered.  In",3,38,1998,35,13,8,29,18,7,11,0,0,0,0,9,3,3,102,9,4,5,4,"New speakers bureau ""Road Scholars"", summer teacher seminars, Governor's Lecture in the Humanities, Rural Initiative Project partnership with Smithsonian Institution Exhibition Service, library discussion programs--Choices for the 21st Century, Heartland Chautauqua expanded to two sites (with fur","Teachers: 5 - 122; Rural and small town: 23 - 28,600 + a potential 2-3 million rural aud. for doc.film about farm life.",IL
17,Y,Notification of regrant and council-conducted projects and events; council minutes,"Guidelines, including application forms,",Yes,Y,Y,quarterly,Indiana Humanities,Y,"Press releases, newspapers and other media outlets",6760,11922,90000,1270,54000,65066,0,0,0,0,55,15000,0,0,0,17550,500000,1588,0,{},{},{},1996,1,6,Y,{},{},{},{},{},"Aug. 13, 1998; Nov. 12-13, 1998; Feb. 18, 1999; May 13-14, 1999",4,Standing and ad hoc committees. Council Chair meets with Executive Director monthly.,104,157,276,"Scholars are recruited by both the Council and regrantees for all projects and programs. Requests are frequently made to department heads, deans, and directors of area studies and interdisciplinary centers, especially in parts of the state where activities are planned. IHC also works in cooperation with outreach services provided by the larger universities. Council publications are sent to grants and sponsored research offices of public and private universities.",Y,24,7,N,6,0,Y,3,6,"Board Development Committee reviews needs and establishes geographic and demographic criteria for search. Written statewide solicitation to college and university deans and administrators, current and former Council members, Friends of the Indiana Humanities Council and other donors; meetings with civic and community foundation leaders in targeted geographic areas.",3,26,1998,50,87,23,9,17,12,3,0,0,0,12,5,0,17,0,17,10,9,1,"In 1997 the Indiana Humanities Council invented a new grant category, Community Partnership Grants, which are available within two grant programs (Humanities Initiative Grants and International Awareness Grants). This category is reserved for significant collaborative projects that must demonstrat","Schools 15 - 3,405; business executives, humanities scholars, other Indiana citizens 1 1/2 day seminar, audience 76.",IN
18,Y,"Regular mailings, newsletters, project reports, staff testimony at legislative committee, meetings, council functions and funded projects.","Guidelines, catalogues, flyers and other information on Great Plains Chautauqua and Hometown Humanities.",Yes,Y,Y,3 times a year,Kansas Humanities,Y,"Press releases on funds and programs available, participation in conferences of statewide associations, presentations on KHC in conjunction with funded projects, campus visits.",3003,450031,0,5514,1787,0,0,0,0,0,85,0,0,5952,8383,6230,266480,0,0,{},{},{},1995,1,0,Y,{},{},{},{},{},"June 18-19, 1998; Nov. 4-5, 1998; Mar. 3-4, 1999; June or July 1999",3,"Committee meetings, such as by program, finance, membership, special projects (social entrepreneur project).",26,29,545,"Call for scholars, created scholar databases to facilitate selection of scholars, areas of expertise; regular contact with colleges and universities.",Y,21,5,N,6,0,Y,3,7,"""Nominations requested from public through press releases, council newsletter and other publications. Governor's office notified as vacancies occur. Nominating committee receives nominations and presents candidates for vote by full board. Names maintained in a """"Registration Pool"""" for 3 years.""",3,22,1998,56,12,0,87,2,0,0,0,0,0,2,0,0,3,173,6,2,0,0,"More frequent news releases; new TALK series to reach Hispanic community, Stories at Work, new program to serve professional community","Prof. Assoc. such as Kansas Bar Assoc., CPA's, Nurses, Mental Health prof. 6 - 112; Hispanic 1 - 33.",KS
19,Y,"Council mailings, letters, council programs, invitations and announcements, personal contact with board and staff.","Catalogues, call for nominations, Report to the People. Guidelines, special announcements",Yes,Y,Y,2 x year,Kentucky Humanities,Y,"Survey all organizations request feedback, useful and desired program; survey of scholars; web site; informal speaking.",8000,2879,300,2500,453230,10560,1020,0,1300,0,0,87150,130000,0,12600,250,430000,111,1000,{},{},{},1997,2,2,N,{},{},{},{},{},"Aug. 28-29, 1998; Dec. 4-5, 1998, April 16-17,1999",3,"Executive Committee, Planning and Evaluation Committee, Development Committee, Nominating and Bylaws Committee meet 3 times per year between board meetings.  Special ad hoc committees on specific issues meet according to need.",55,64,314,"Total update of scholars' data base every two years, which involves inviting all new scholars to the state to participate.  Scholars as authors for magazine articles.  Requests to scholars to participate in Speakers Bureau, serve as consultants for living history programs.",Y,23,5,Y,8,0,Y,4,6,"Advertisement to citizens throughout the state, written statewide solicitation, and Board Members are encouraged to submit nominations from their communities, counties.  Board alumni are also asked for nominations.  Examples of groups contacted range from all colleges and universities to local historical societies.  Mail list of 8,000.",3,23,1998,116,17,10,11,6,4,5,0,1,0,0,9,1,0,231,0,0,3,2,"Primarily, this involves outreach through the Speakers Bureau and Kentucky Chautauqua, with a goal of reaching all 120 Kentucky counties.  Accordingly, new programs are developed of special interest to hard to serve areas.  Magazine distribution targets rural areas too small to support programs.  Pr","Local literacy students statewide 1,300 bks; African Americans 2,800 audience.",KY
20,Y,"Annual Reports, Louisiana Cultural Vistas","Guidelines, brochures, catalogues, requests for proposals",Yes,N,Y,quarterly,Louisiana Cultural Vistas,Y,"Press releases & magazine stories,  part-time public relations consultant and new assistant director serve as PR coordinator.",200,19161,3082,3527,141772,31447,0,0,5655,0,4000,145018,0,0,0,0,141987,170,0,{},{},{},1997,1,2,Y,{},{},{},{},{},"July 9-10, 1998; Dec. 11, 1998; March/April 1999.",3,"Grant Review Committee, Media Panel, Publication & Photo-documentation Panel, Executive Committee, Finance Committee, Development Committee",65,119,248,"Since all LEH programs require scholars, we've involved more scholars by expanding our program.  State funds, in the amount of $800,000, supported a significant increase in the number of projects for the State's fiscal year ending June 30, 1998.  A major increase is expected for the fiscal year ending June 30, 1999.  In addition, an NEH Public Programs grant allowed our Prime Time family literacy project to offer more statewide programs in 1997 with expansion to Mississippi and Texas in 1998.",Y,25,6,N,6,0,Y,3,6,Call for Nominations sent as a statewide press release.,3,27,1998,2,15,1,22,14,3,2,0,18,0,1,15,1,1,0,0,3,9,2,"LEH has a multi-faceted program to reach a variety of audiences.  Documentaries for public television/radio and the quarterly magazine reach audiences who cannot otherwise attend programs.  We've also developed new program formats:  the ""Louisiana Publishing Initiative"" for books and ""Our Town""","At-risk families 144 - 5,655; teachers 9 - 170",LA
21,Y,"Triennial Proposal, Interim Progress Reports, all newsletters and special mailings, and information on all grants awarded in their district.","Brochures, information on special initiatives, questionnaires",Yes,Y,Y,2 x year,MassHumanities,Y,Press releases sent to all media outlets announcing grant awards twice yearly.,4681,11436,0,2008,144134,8785,0,0,0,0,0,2550,0,0,0,2500,0,744,0,{},{},{},1997,2,2,N,{},{},{},{},{},"June 12-13, 1998; Sept. 18, 1998; Dec. 11, 1998; March 19, 1999; June 11-12, 1999",4,"Executive Committee, Institutional Development Committee, Program Committee, Evaluation Committee, Membership/Nominating Committee, small subcommittees as needed.",70,110,240,Public meetings and grant writing workshops are widely advertised in academic community. We regularly update our mailing list of humanities scholars as needed by requesting new lists from colleges/universities. New scholars are recruited on a project by project basis.,Y,23,6,N,6,0,Y,3,6,"Advertised to citizens throughout the state via our newsletter; special solicitations to business organizations, other cultural institutions, Massachusetts Library Association, scholarly organizations, deans and department heads of colleges and universities statewide, former members.",3,25,1998,2,15,0,13,14,5,12,0,0,0,0,3,2,4,0,1,0,5,0,"Proposals are solicited from underserved areas of the state and from underserved populations. All applicant organizations, especially large established institutions, are encouraged to reach out beyond their usual audiences.","Teachers 11 - 1,061; Afr. Americans 2 - 270; Latinos 2 - 5,170; Homeless/Welfare 2 - 252; Working class 5 - 1,421.",MA
22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2212,6962,172,1565,17500,37971,0,0,185,0,0,91700,40000,0,1863,150,1180000,0,0,{},{},{},NULL,0,0,NULL,{},{},{},{},{},NULL,0,NULL,0,0,0,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,0,0,1998,23,90,9,60,7,22,2,0,16,0,0,11,5,1,31,6,8,1,2,{},{},MD
23,Y,"Newsletters, special program, letters, project notifications from grantees",New program announcements,Yes,Y,Y,3-4 x year,Maine Humanities,Y,"Meetings are advertised in advance in newspapers and the annual plan is available. Individual announcements and flyers are sent in advance to local mailing lists; telephone calls provide follow up. Meetings include description by staff, council members, and invited project directors of the Council's program and plan. Informal roundtable public discussion follows.",200,1395,450,4800,600,0,300,0,1000,0,20,600,0,35,0,2500,100000,300,0,{},{},{},1988,2,2,N,{},{},{},{},{},"Sept. 17-18, 1998; Oct. 16, 1998; Dec. 8, 1998; April 30, 1999.",4,"Executive, membership, personnel, fundraising, and ad hoc subcommittees meet regularly during the year.",99,115,225,"Through greatly increased networking and partnerships with other state wide organizations, the council is in a position to encourage and advocate for the involvement of scholars in a wider range of projects.",Y,22,5,N,6,0,Y,3,6,"Announcement to citizens throughout the state is made through our quarterly newsletter, formerly Polis, now Maine Humanities. Additional requests for nominations are made at public meetings and through contacts with academic deans of Maine's colleges by Council staff; Council members solicit nominations through their various channels. Types of groups contacted include lawyers, historical societies and museum directors, newspaper and magazine editors, Arts Commission staff, and library officials.",3,22,1998,2,14,5,53,16,3,10,0,28,0,0,5,0,8,0,10,1,10,0,{},{},ME
24,Y,"Newsletter, regular press releases, information packet describing Council's programs, visit by Council representatives to the Washington offices of the Congressional representatives.","Catalogues, Council guidelines, brochures, info re new Council resources.",Yes,Y,Y,4 x year,Michigan Humanities Council News,Y,"Web-page on the internet, public meetings/grant writing workshops.",31004,11753,0,200,32675,0,183,0,0,0,0,6000,1976000,0,42107,17967,810000,4110,0,{},{},{},1991,2,2,N,{},{},{},{},{},"May 28-29, 1998; October 8-9, 1998; May 27-28, 1999.",3,"Executive Committee, Program, Development, and Finance Committees",242,266,422,"The Council solicits participation of scholars in all its programming through informational workshops held throughout the state and in its newsletter. In addition, the Council's new web site has a Scholars Directory component that allows for scholars to sign up on-line to be included in the directory. Scholars listed in the directory are regularly contacted for updated information.",N,20,6,Y,4,0,Y,4,4,"The Council seeks nominations for membership through advertisements to citizens throughout the state via the Council's newsletter and press releases. Audiences targeted to receive this solicitation incllude: former project directors, scholars, educators, museum proessionals, librarians, business men/women and members of the general public. In addition, past and current Council members and staff also solicit nominations for Council membership.",4,25,1998,25,39,1,11,6,2,3,0,0,0,1,1,1,1,52,89,2,121,1,"Special mailings were sent to teachers, school librarians and administrators and education reporters regarding the Council's Culture Kit resources for teachers. In addition, the resources were on exhibit at several teacher conferences throughout the state and at the National Council for the Social","K-12 teachers/adminstrators 121 - 4,110; General public radio programming 52 x 38,000 = 1,976,000.",MI
25,Y,"Meetings, testimony, minutes, publications.","Guidelines, brochures, press releases",Yes,Y,Y,Quarterly,Minnesota Humanities,Y,"MHC has advisory committees, conducts focus groups, and solicits evaluations of every program. In addition MHC hires professional evaluators to evaluate programs.",1300,1100,5800,600,100000,4500,10400,0,600,0,880,40000,200000,21,55,75,850000,735,4500,{},{},{},1998,1,2,Y,{},{},{},{},{},"Oct. 2, 1998; Feb. 5, 1999; June 4, 1999",3,Committees: Executive; Grants Policy; Trustees and Development; and Government Affairs.,118,136,656,"""MHC's yearly """"Works in Progress"""" Scholar Grants, instituted in 1995, continue to introduce scholars to MHC's work; the number of applicants seeking the ten """"Works in Progress"""" grants has increased each year since 1995, attracting both young and mature scholars. The MHC Board of Directors will in FY 1999 consider increasing the number of awards made each year. MHC program staff is presently compiling astatewide """"Emeritus Bureau"""" of retired scholars livingt in the state who may serve as presenters, discussion leaders, consultants, etc., for MHC's programs. MHC and its affiliates in the MHC Learning in Retirement Network (LIRN) and Ethnic and Cultural Heritage Network affiliates are particularly eager to tap this large pool of scholarly talent. Academic deans of Minnesota's colleges and universities have been very cooperative in providing information (insofar as privacy/release of data issues allow.) MHC staff meet with representatives of Minnesota's public and private colleges and universities as part of their ongoing program/regrant development efforts.""",Y,23,5,Y,8,0,Y,4,8,"Advertisement to citizens throughout the state, written statewide solicitation.",4,35,1998,5,86,12,73,28,11,12,0,29,0,8,11,32,19,2,14,8,31,2,"The MHC Board of Directors continues to set priority funding categories as part of MHC's ongoing efforts reach audiences that are representatives of Minnesota's population. Priority funding categories for FY 1997-1998 are senior citizen organizations, minority organizations, multi-site projects ser","Greater MN - 71 - 38200; Senior Citizen - 95 - 45,000; Minority - 13 - 4,200.",MN
26,Y,"Newsletter, conversations with Governor's staff and state officials, hearings of the legislature.","Speakers Bureau Brochure, Flyers about specific program lines.",Yes,Y,Y,4 x year,Missouri Humanities Council News,Y,"Web site has all guidelines, forms, and program schedules.  Visits with legislators and state officials.  On-going programs in partnership with Tourism, Economic Development, Public TV, and Arts.",4428,550,250,4777,1000,1266,0,0,373,0,0,48000,0,0,9386,0,1150000,15,0,{},{},{},1998,1,2,Y,{},{},{},{},{},"Sept. 25-26, 1998; Dec. 5, 1998; Feb. 16-17, 1999; May 29, 1999",4,"Program Committee, Development Committee, Membership Committee, Public Information Committee",34,41,430,"Request for proposals, personal contact.",Y,23,6,Y,8,0,N,8,6,Newsletter notice and letter to Council members.  Membership Committee assesses needs and nominates members.,3,24,1998,4,1,0,100,2,3,1,0,45,0,0,8,0,0,247,0,0,1,1,"""We have sealed what we hope will be a long-term partnership with the Smithsonian Institution to distribute its """"Rural Initiative"""" exhibits to small Missouri towns. We have developed our own rural initiative to help small museums, etc. upgrade themselves to small magnets on the cultural tourism b","Small-town museums; large employers, new parents",MO
